Unnamed: 0,REF_U_1,REF_U_2,REF_U_3,REF_tau_11,REF_tau_12,REF_tau_13,REF_tau_22,REF_tau_23,REF_tau_33,REF_k,REF_a_11,REF_a_12,REF_a_13,REF_a_22,REF_a_23,REF_a_33,REF_b_11,REF_b_12,REF_b_13,REF_b_22,REF_b_23,REF_b_33,REF_gradU_11,REF_gradU_12,REF_gradU_13,REF_gradU_21,REF_gradU_22,REF_gradU_23,REF_gradU_31,REF_gradU_32,REF_gradU_33,REF_divtau_1,REF_divtau_2,REF_divtau_3,REF_tauplus_11,REF_tauplus_12,REF_tauplus_13,REF_tauplus_21,REF_tauplus_22,REF_tauplus_23,REF_tauplus_31,REF_tauplus_32,REF_tauplus_33,REF_Uplus_1,REF_Uplus_2,REF_Uplus_3,REF_yplus,Case
79,39.80751,0.006049629,0.0,44.701897,-7.592158,0.0,7.631523,0.0,16.889072,34.611248,21.627733,-7.592158,0.0,-15.442641,0.0,-6.1850915,0.31243792,-0.10967761,0.0,-0.22308704,0.0,-0.089350894,-44.07173,50688.027,0.0,0.0,44.07173,0.0,0.0,0.0,0.0,-5575.0356,35439.48,0.0,5.298964,-0.8999746,0.0,-0.8999746,0.904641,0.0,0.0,0.0,2.0020313,13.705584,0.0020828657,0.0,34.15685,fp_1410
80,40.065014,0.0062797368,0.0,43.81849,-7.6192985,0.0,7.8118124,0.0,16.924212,34.277256,20.966984,-7.6192985,0.0,-15.039692,0.0,-5.927292,0.30584395,-0.11114219,0.0,-0.21938296,0.0,-0.086461,-44.101166,48182.26,0.0,0.0,44.101166,0.0,0.0,0.0,0.0,-4912.937,33564.34,0.0,5.194245,-0.90319186,0.0,-0.90319186,0.92601246,0.0,0.0,0.0,2.0061965,13.794241,0.002162091,0.0,35.249237,fp_1410
81,40.316174,0.006516631,0.0,42.958225,-7.6436896,0.0,7.9863243,0.0,16.952372,33.94846,20.325918,-7.6436896,0.0,-14.645983,0.0,-5.679935,0.29936436,-0.112577856,0.0,-0.21570909,0.0,-0.08365527,-44.136997,45854.12,0.0,0.0,44.136997,0.0,0.0,0.0,0.0,-4311.3843,31722.238,0.0,5.0922694,-0.9060832,0.0,-0.9060832,0.9466991,0.0,0.0,0.0,2.0095346,13.880714,0.002243653,0.0,36.37284,fp_1410
82,40.562366,0.0067604836,0.0,42.116253,-7.665655,0.0,8.156141,0.0,16.974264,33.62333,19.700699,-7.665655,0.0,-14.259411,0.0,-5.441288,0.29296178,-0.11399311,0.0,-0.2120464,0.0,-0.08091537,-44.178772,43680.258,0.0,0.0,44.178772,0.0,0.0,0.0,0.0,-3763.0422,29904.232,0.0,4.9924617,-0.908687,0.0,-0.908687,0.9668292,0.0,0.0,0.0,2.0121298,13.965477,0.0023276103,0.0,37.528553,fp_1410
83,40.803837,0.0070115845,0.0,41.29662,-7.6853533,0.0,8.320421,0.0,16.990105,33.303574,19.094236,-7.6853533,0.0,-13.881961,0.0,-5.2122765,0.2866695,-0.11538331,0.0,-0.2084155,0.0,-0.078254014,-44.235657,41647.613,0.0,0.0,44.235657,0.0,0.0,0.0,0.0,-3259.8003,28123.865,0.0,4.8953023,-0.911022,0.0,-0.911022,0.986303,0.0,0.0,0.0,2.0140076,14.0486145,0.0024140636,0.0,38.717293,fp_1410
84,41.04076,0.0072701336,0.0,40.498734,-7.7027965,0.0,8.479282,0.0,16.9999,32.98896,18.506094,-7.7027965,0.0,-13.513356,0.0,-4.9927387,0.28048924,-0.116748095,0.0,-0.20481636,0.0,-0.07567287,-44.307716,39754.82,0.0,0.0,44.307716,0.0,0.0,0.0,0.0,-2801.3342,26379.83,0.0,4.800721,-0.9130897,0.0,-0.9130897,1.0051343,0.0,0.0,0.0,2.0151687,14.130187,0.002503081,0.0,39.940006,fp_1410
85,41.273323,0.0075366874,0.0,39.72586,-7.718095,0.0,8.631914,0.0,17.003761,32.680767,17.938683,-7.718095,0.0,-13.155264,0.0,-4.7834177,0.2744532,-0.118083134,0.0,-0.20126921,0.0,-0.07318398,-44.402092,37991.695,0.0,0.0,44.402092,0.0,0.0,0.0,0.0,-2381.7742,24683.535,0.0,4.7091045,-0.91490316,0.0,-0.91490316,1.0232273,0.0,0.0,0.0,2.0156262,14.210258,0.0025948547,0.0,41.19766,fp_1410
86,41.50282,0.0078113973,0.0,38.97261,-7.731525,0.0,8.779512,0.0,17.00231,32.377216,17.387798,-7.731525,0.0,-12.805298,0.0,-4.5825005,0.26851904,-0.11939762,0.0,-0.19775169,0.0,-0.070767365,-44.516838,36338.48,0.0,0.0,44.516838,0.0,0.0,0.0,0.0,-1995.5938,23023.889,0.0,4.6198144,-0.91649514,0.0,-0.91649514,1.0407237,0.0,0.0,0.0,2.0154543,14.289272,0.0026894363,0.0,42.49125,fp_1410
87,41.727432,0.008094945,0.0,38.250404,-7.742719,0.0,8.919339,0.0,16.99461,32.082176,16.862288,-7.742719,0.0,-12.46878,0.0,-4.393508,0.26279837,-0.1206701,0.0,-0.19432564,0.0,-0.06847272,-44.6446,34818.1,0.0,0.0,44.6446,0.0,0.0,0.0,0.0,-1648.0048,21428.672,0.0,4.534204,-0.9178221,0.0,-0.9178221,1.0572987,0.0,0.0,0.0,2.0145416,14.366606,0.0027870608,0.0,43.82181,fp_1410
88,41.951164,0.008387227,0.0,37.541134,-7.75256,0.0,9.055505,0.0,16.982727,31.789684,16.348013,-7.75256,0.0,-12.137617,0.0,-4.210396,0.25712764,-0.12193516,0.0,-0.19090497,0.0,-0.066222675,-44.782234,33369.273,0.0,0.0,44.782234,0.0,0.0,0.0,0.0,-1322.1742,19859.3,0.0,4.450127,-0.9189887,0.0,-0.9189887,1.0734398,0.0,0.0,0.0,2.0131328,14.443635,0.0028876923,0.0,45.190395,fp_1410
89,42.168903,0.008689166,0.0,36.871944,-7.7599597,0.0,9.181627,0.0,16.964155,31.508863,15.866036,-7.7599597,0.0,-11.824282,0.0,-4.0417547,0.251771,-0.123139314,0.0,-0.18763421,0.0,-0.06413679,-44.925003,32064.156,0.0,0.0,44.925003,0.0,0.0,0.0,0.0,-1037.1737,18377.102,0.0,4.3708014,-0.91986585,0.0,-0.91986585,1.0883904,0.0,0.0,0.0,2.0109313,14.518602,0.0029916489,0.0,46.598087,fp_1410
90,42.38837,0.009000208,0.0,36.205547,-7.766582,0.0,9.306294,0.0,16.942747,31.227293,15.38735,-7.766582,0.0,-11.511901,0.0,-3.8754492,0.24637662,-0.12435567,0.0,-0.18432435,0.0,-0.062052276,-45.07229,30788.963,0.0,0.0,45.07229,0.0,0.0,0.0,0.0,-762.2361,16900.484,0.0,4.291806,-0.92065084,0.0,-0.92065084,1.1031684,0.0,0.0,0.0,2.0083938,14.594165,0.0030987395,0.0,48.046013,fp_1410
91,42.600353,0.0093218945,0.0,35.590286,-7.7704983,0.0,9.4180565,0.0,16.91426,30.961302,14.949417,-7.7704983,0.0,-11.222811,0.0,-3.7266068,0.24142101,-0.12548727,0.0,-0.18123932,0.0,-0.060181692,-45.224888,29672.01,0.0,0.0,45.224888,0.0,0.0,0.0,0.0,-530.40173,15540.383,0.0,4.2188735,-0.92111504,0.0,-0.92111504,1.1164167,0.0,0.0,0.0,2.0050168,14.667149,0.0032094948,0.0,49.535313,fp_1410
92,42.81535,0.0096532,0.0,34.973183,-7.7738996,0.0,9.529276,0.0,16.883593,30.693027,14.511167,-7.7738996,0.0,-10.932742,0.0,-3.5784245,0.2363919,-0.12663952,0.0,-0.17809814,0.0,-0.058293767,-45.38072,28564.967,0.0,0.0,45.38072,0.0,0.0,0.0,0.0,-302.76254,14178.048,0.0,4.1457224,-0.92151827,0.0,-0.92151827,1.1296006,0.0,0.0,0.0,2.0013816,14.741172,0.0033235624,0.0,51.06717,fp_1410
93,43.024246,0.009995852,0.0,34.4027,-7.774925,0.0,9.628257,0.0,16.846786,30.438871,14.110119,-7.774925,0.0,-10.664325,0.0,-3.445794,0.23177795,-0.12771375,0.0,-0.17517608,0.0,-0.056601867,-45.531174,27590.031,0.0,0.0,45.531174,0.0,0.0,0.0,0.0,-110.46847,12930.215,0.0,4.078097,-0.92163986,0.0,-0.92163986,1.1413338,0.0,0.0,0.0,1.9970187,14.813094,0.003441536,0.0,52.642807,fp_1410
94,43.234562,0.010349003,0.0,33.84021,-7.775109,0.0,9.724131,0.0,16.807142,30.185741,13.716383,-7.775109,0.0,-10.399697,0.0,-3.3166852,0.2271997,-0.12878777,0.0,-0.17226174,0.0,-0.054937944,-45.688374,26644.11,0.0,0.0,45.688374,0.0,0.0,0.0,0.0,72.69459,11708.361,0.0,4.01142,-0.9216616,0.0,-0.9216616,1.1526986,0.0,0.0,0.0,1.9923192,14.885505,0.0035631247,0.0,54.26347,fp_1410
95,43.442886,0.010713491,0.0,33.304375,-7.7737637,0.0,9.8123045,0.0,16.763222,29.93995,13.344408,-7.7737637,0.0,-10.147663,0.0,-3.196745,0.22285287,-0.12982258,0.0,-0.16946693,0.0,-0.053385943,-45.85437,25771.172,0.0,0.0,45.85437,0.0,0.0,0.0,0.0,235.37057,10559.987,0.0,3.9479015,-0.9215022,0.0,-0.9215022,1.1631509,0.0,0.0,0.0,1.9871129,14.957231,0.0036886167,0.0,55.93045,fp_1410
96,43.64966,0.011090128,0.0,32.793667,-7.771028,0.0,9.893029,0.0,16.715439,29.701067,12.992955,-7.771028,0.0,-9.907682,0.0,-3.085273,0.21872877,-0.13082069,0.0,-0.16679001,0.0,-0.051938757,-46.041687,24960.105,0.0,0.0,46.041687,0.0,0.0,0.0,0.0,381.7309,9487.959,0.0,3.8873622,-0.9211779,0.0,-0.9211779,1.17272,0.0,0.0,0.0,1.9814485,15.028421,0.0038182915,0.0,57.645065,fp_1410
97,43.858364,0.011478445,0.0,32.28979,-7.7674985,0.0,9.970778,0.0,16.664907,29.462738,12.647965,-7.7674985,0.0,-9.671047,0.0,-2.9769182,0.2146434,-0.13181902,0.0,-0.16412336,0.0,-0.05052005,-46.24314,24171.861,0.0,0.0,46.24314,0.0,0.0,0.0,0.0,521.1661,8443.133,0.0,3.8276327,-0.9207595,0.0,-0.9207595,1.1819364,0.0,0.0,0.0,1.9754586,15.100278,0.0039519877,0.0,59.408676,fp_1410
98,44.062603,0.011880827,0.0,31.826916,-7.7620616,0.0,10.036956,0.0,16.6099,29.236887,12.335659,-7.7620616,0.0,-9.454302,0.0,-2.8813574,0.21096054,-0.13274433,0.0,-0.16168448,0.0,-0.04927607,-46.46674,23473.707,0.0,0.0,46.46674,0.0,0.0,0.0,0.0,641.34644,7526.7905,0.0,3.7727635,-0.920115,0.0,-0.920115,1.1897811,0.0,0.0,0.0,1.968938,15.170596,0.004090526,0.0,61.22269,fp_1410
99,44.269123,0.01229599,0.0,31.369295,-7.755862,0.0,10.100399,0.0,16.552563,29.011127,12.028543,-7.755862,0.0,-9.240353,0.0,-2.7881901,0.20730913,-0.13367046,0.0,-0.15925533,0.0,-0.0480538,-46.712654,22792.225,0.0,0.0,46.712654,0.0,0.0,0.0,0.0,758.4379,6637.0835,0.0,3.718517,-0.9193801,0.0,-0.9193801,1.1973016,0.0,0.0,0.0,1.9621412,15.241701,0.0042334655,0.0,63.088547,fp_1410
100,44.475174,0.012725337,0.0,30.931686,-7.7483974,0.0,10.15737,0.0,16.492247,28.790651,11.737918,-7.7483974,0.0,-9.036398,0.0,-2.7015202,0.20384948,-0.13456447,0.0,-0.15693285,0.0,-0.046916623,-46.994972,22156.76,0.0,0.0,46.994972,0.0,0.0,0.0,0.0,867.29535,5816.5303,0.0,3.666643,-0.91849524,0.0,-0.91849524,1.2040548,0.0,0.0,0.0,1.9549915,15.312644,0.0043812883,0.0,65.00772,fp_1410
101,44.68034,0.0131705925,0.0,30.516018,-7.739555,0.0,10.207292,0.0,16.429619,28.576464,11.465041,-7.739555,0.0,-8.843685,0.0,-2.6213567,0.20060287,-0.13541834,0.0,-0.1547372,0.0,-0.04586566,-47.321754,21569.988,0.0,0.0,47.321754,0.0,0.0,0.0,0.0,968.41296,5065.2666,0.0,3.6173697,-0.91744703,0.0,-0.91744703,1.2099726,0.0,0.0,0.0,1.9475676,15.383281,0.0045345877,0.0,66.981735,fp_1410
102,44.88756,0.013630823,0.0,30.107698,-7.729802,0.0,10.253779,0.0,16.365002,28.36324,11.198872,-7.729802,0.0,-8.655047,0.0,-2.5438244,0.19741876,-0.13626444,0.0,-0.15257508,0.0,-0.044843685,-47.677055,21003.371,0.0,0.0,47.677055,0.0,0.0,0.0,0.0,1066.5107,4343.0195,0.0,3.5689673,-0.91629094,0.0,-0.91629094,1.2154833,0.0,0.0,0.0,1.9399078,15.454626,0.004693044,0.0,69.01217,fp_1410
103,45.093876,0.014108788,0.0,29.721848,-7.718585,0.0,10.292918,0.0,16.298527,28.156647,10.95075,-7.718585,0.0,-8.47818,0.0,-2.4725704,0.1944612,-0.13706507,0.0,-0.1505538,0.0,-0.043907404,-48.073532,20485.084,0.0,0.0,48.073532,0.0,0.0,0.0,0.0,1157.3099,3686.3762,0.0,3.5232286,-0.9149613,0.0,-0.9149613,1.2201228,0.0,0.0,0.0,1.9320279,15.5256605,0.0048576053,0.0,71.100624,fp_1410
104,45.30104,0.014604816,0.0,29.350002,-7.706155,0.0,10.326808,0.0,16.230175,27.953493,10.714341,-7.706155,0.0,-8.308854,0.0,-2.4054866,0.19164583,-0.13783886,0.0,-0.14861925,0.0,-0.043026585,-48.50442,19997.469,0.0,0.0,48.50442,0.0,0.0,0.0,0.0,1243.8434,3071.7847,0.0,3.47915,-0.91348785,0.0,-0.91348785,1.22414,0.0,0.0,0.0,1.9239254,15.596987,0.005028386,0.0,73.24876,fp_1410
105,45.510334,0.015118522,0.0,28.98636,-7.6926937,0.0,10.356889,0.0,16.15985,27.75155,10.485328,-7.6926937,0.0,-8.144144,0.0,-2.3411837,0.18891427,-0.13859935,0.0,-0.14673313,0.0,-0.042181134,-48.963093,19529.605,0.0,0.0,48.963093,0.0,0.0,0.0,0.0,1327.6382,2484.9758,0.0,3.436044,-0.9118921,0.0,-0.9118921,1.227706,0.0,0.0,0.0,1.915589,15.669045,0.005205253,0.0,75.45828,fp_1410
106,45.71947,0.015653348,0.0,28.642786,-7.677737,0.0,10.38016,0.0,16.08733,27.555138,10.272695,-7.677737,0.0,-7.989932,0.0,-2.2827625,0.18640253,-0.13931589,0.0,-0.1449808,0.0,-0.04142172,-49.452133,19100.69,0.0,0.0,49.452133,0.0,0.0,0.0,0.0,1405.1913,1953.0933,0.0,3.3953168,-0.9101192,0.0,-0.9101192,1.2304645,0.0,0.0,0.0,1.9069926,15.74105,0.005389392,0.0,77.73095,fp_1410
107,45.930027,0.016209124,0.0,28.311945,-7.6615305,0.0,10.398498,0.0,16.012543,27.361492,10.07095,-7.6615305,0.0,-7.842498,0.0,-2.228452,0.1840351,-0.14000571,0.0,-0.14331268,0.0,-0.04072241,-49.967613,18695.355,0.0,0.0,49.967613,0.0,0.0,0.0,0.0,1478.8754,1458.6022,0.0,3.3560987,-0.90819806,0.0,-0.90819806,1.2326381,0.0,0.0,0.0,1.8981273,15.813544,0.0055807433,0.0,80.06856,fp_1410
108,46.142937,0.01678565,0.0,27.989498,-7.644193,0.0,10.412916,0.0,15.935553,27.168983,9.8768425,-7.644193,0.0,-7.6997395,0.0,-2.1771033,0.18176688,-0.14067867,0.0,-0.14170091,0.0,-0.04006597,-50.506313,18306.348,0.0,0.0,50.506313,0.0,0.0,0.0,0.0,1550.0536,992.1725,0.0,3.3178759,-0.9061429,0.0,-0.9061429,1.2343473,0.0,0.0,0.0,1.8890008,15.8868475,0.005779239,0.0,82.47298,fp_1410
109,46.357067,0.017385706,0.0,27.680939,-7.625465,0.0,10.421976,0.0,15.856446,26.979681,9.694486,-7.625465,0.0,-7.564478,0.0,-2.1300075,0.17966272,-0.14131866,0.0,-0.14018843,0.0,-0.03947429,-51.068684,17941.412,0.0,0.0,51.068684,0.0,0.0,0.0,0.0,1617.7057,568.1324,0.0,3.2812994,-0.90392286,0.0,-0.90392286,1.2354213,0.0,0.0,0.0,1.8796235,15.960572,0.0059858365,0.0,84.9461,fp_1410
110,46.572403,0.018010978,0.0,27.385176,-7.605284,0.0,10.425723,0.0,15.77622,26.79356,9.522802,-7.605284,0.0,-7.43665,0.0,-2.0861528,0.17770694,-0.14192374,0.0,-0.13877682,0.0,-0.038930118,-51.645042,17598.752,0.0,0.0,51.645042,0.0,0.0,0.0,0.0,1681.3275,184.95499,0.0,3.2462394,-0.90153056,0.0,-0.90153056,1.2358655,0.0,0.0,0.0,1.8701136,16.034712,0.006201115,0.0,87.48991,fp_1410
111,46.79035,0.018660318,0.0,27.095695,-7.58387,0.0,10.425696,0.0,15.695146,26.608269,9.35685,-7.58387,0.0,-7.3131495,0.0,-2.0437,0.17582597,-0.14250965,0.0,-0.1374225,0.0,-0.038403478,-52.225845,17268.72,0.0,0.0,52.225845,0.0,0.0,0.0,0.0,1742.722,-172.60573,0.0,3.2119246,-0.8989922,0.0,-0.8989922,1.2358624,0.0,0.0,0.0,1.8605031,16.10975,0.006424681,0.0,90.1064,fp_1410
112,47.010883,0.019334791,0.0,26.812574,-7.56117,0.0,10.421762,0.0,15.613554,26.423944,9.19661,-7.56117,0.0,-7.1942015,0.0,-2.0024092,0.1740204,-0.1430742,0.0,-0.13613033,0.0,-0.03789005,-52.803116,16951.793,0.0,0.0,52.803116,0.0,0.0,0.0,0.0,1801.8693,-503.6123,0.0,3.1783633,-0.89630127,0.0,-0.89630127,1.235396,0.0,0.0,0.0,1.8508312,16.185678,0.0066568996,0.0,92.79767,fp_1410
113,47.23265,0.020037916,0.0,26.54004,-7.536865,0.0,10.41257,0.0,15.5325,26.242556,9.045002,-7.536865,0.0,-7.082466,0.0,-1.9625359,0.17233463,-0.14360008,0.0,-0.1349424,0.0,-0.03739224,-53.333584,16657.053,0.0,0.0,53.333584,0.0,0.0,0.0,0.0,1857.6603,-794.1717,0.0,3.146057,-0.8934202,0.0,-0.8934202,1.2343063,0.0,0.0,0.0,1.8412231,16.262032,0.006898983,0.0,95.56585,fp_1410
114,47.456974,0.020767724,0.0,26.272602,-7.5111475,0.0,10.399513,0.0,15.45085,26.061481,8.898281,-7.5111475,0.0,-6.974808,0.0,-1.9234724,0.17071709,-0.14410439,0.0,-0.1338145,0.0,-0.03690259,-53.835526,16377.066,0.0,0.0,53.835526,0.0,0.0,0.0,0.0,1910.2637,-1059.1251,0.0,3.114355,-0.8903717,0.0,-0.8903717,1.2327586,0.0,0.0,0.0,1.831544,16.339266,0.007150253,0.0,98.41313,fp_1410
115,47.68427,0.021524582,0.0,26.008966,-7.4840536,0.0,10.382904,0.0,15.368369,25.88012,8.755552,-7.4840536,0.0,-6.870509,0.0,-1.8850436,0.16915596,-0.14459078,0.0,-0.13273719,0.0,-0.03641876,-54.327385,16109.193,0.0,0.0,54.327385,0.0,0.0,0.0,0.0,1960.3539,-1303.147,0.0,3.0831034,-0.88715994,0.0,-0.88715994,1.2307898,0.0,0.0,0.0,1.821767,16.417522,0.007410837,0.0,101.34178,fp_1410
116,47.91459,0.022309542,0.0,25.74896,-7.4555435,0.0,10.362711,0.0,15.28499,25.69833,8.616739,-7.4555435,0.0,-6.7695093,0.0,-1.84723,0.16765174,-0.14505892,0.0,-0.13171108,0.0,-0.03594066,-54.820656,15853.13,0.0,0.0,54.820656,0.0,0.0,0.0,0.0,2008.5704,-1527.2413,0.0,3.0522823,-0.88378036,0.0,-0.88378036,1.228396,0.0,0.0,0.0,1.8118832,16.496822,0.0076810955,0.0,104.354126,fp_1410
117,48.147415,0.023124993,0.0,25.493631,-7.425447,0.0,10.33845,0.0,15.200827,25.516455,8.482662,-7.425447,0.0,-6.672519,0.0,-1.8101432,0.16621946,-0.14550312,0.0,-0.13074934,0.0,-0.035470117,-55.321682,15611.745,0.0,0.0,55.321682,0.0,0.0,0.0,0.0,2057.0967,-1727.5004,0.0,3.0220158,-0.8802127,0.0,-0.8802127,1.2255203,0.0,0.0,0.0,1.8019063,16.576982,0.0079618525,0.0,107.45256,fp_1410
118,48.383022,0.023972208,0.0,25.24078,-7.3936615,0.0,10.310397,0.0,15.115225,25.3332,8.35198,-7.3936615,0.0,-6.5784035,0.0,-1.7735763,0.16484258,-0.1459283,0.0,-0.12983759,0.0,-0.035004977,-55.86685,15384.608,0.0,0.0,55.86685,0.0,0.0,0.0,0.0,2107.081,-1907.5266,0.0,2.9920428,-0.8764448,0.0,-0.8764448,1.2221948,0.0,0.0,0.0,1.7917591,16.658102,0.0082535455,0.0,110.639534,fp_1410
119,48.622128,0.0248522,0.0,24.988174,-7.3602242,0.0,10.279032,0.0,15.027741,25.147474,8.223192,-7.3602242,0.0,-6.4859514,0.0,-1.737241,0.16349937,-0.14634122,0.0,-0.1289583,0.0,-0.034541067,-56.471436,15167.637,0.0,0.0,56.471436,0.0,0.0,0.0,0.0,2157.825,-2076.3152,0.0,2.962099,-0.8724812,0.0,-0.8724812,1.2184767,0.0,0.0,0.0,1.7813889,16.740425,0.008556523,0.0,113.91758,fp_1410
120,48.86483,0.02576711,0.0,24.735872,-7.3250504,0.0,10.244267,0.0,14.938048,24.959095,8.096477,-7.3250504,0.0,-6.3951287,0.0,-1.7013482,0.16219492,-0.1467411,0.0,-0.1281122,0.0,-0.03408273,-57.140926,14958.953,0.0,0.0,57.140926,0.0,0.0,0.0,0.0,2208.795,-2238.3984,0.0,2.9321911,-0.86831164,0.0,-0.86831164,1.2143558,0.0,0.0,0.0,1.7707566,16.823986,0.008871524,0.0,117.28931,fp_1410
121,49.111202,0.026719276,0.0,24.484211,-7.288058,0.0,10.20597,0.0,14.845735,24.767958,7.9722385,-7.288058,0.0,-6.306002,0.0,-1.6662365,0.16093856,-0.14712675,0.0,-0.12730162,0.0,-0.03363694,-57.874043,14755.805,0.0,0.0,57.874043,0.0,0.0,0.0,0.0,2259.763,-2397.8455,0.0,2.902359,-0.8639266,0.0,-0.8639266,1.2098159,0.0,0.0,0.0,1.7598138,16.908812,0.009199351,0.0,120.757385,fp_1410
122,49.361294,0.027711308,0.0,24.233587,-7.249175,0.0,10.163939,0.0,14.750331,24.573929,7.8509674,-7.249175,0.0,-6.2186794,0.0,-1.6322879,0.1597418,-0.14749728,0.0,-0.12653002,0.0,-0.033211783,-58.663715,14554.973,0.0,0.0,58.663715,0.0,0.0,0.0,0.0,2311.2466,-2556.5237,0.0,2.87265,-0.8593174,0.0,-0.8593174,1.2048336,0.0,0.0,0.0,1.7485046,16.994917,0.009540903,0.0,124.32458,fp_1410
123,49.614483,0.02874813,0.0,23.985132,-7.2081203,0.0,10.117522,0.0,14.651811,24.377234,7.7336435,-7.2081203,0.0,-6.133966,0.0,-1.5996777,0.1586243,-0.14784533,0.0,-0.12581342,0.0,-0.032810893,-59.475304,14356.155,0.0,0.0,59.475304,0.0,0.0,0.0,0.0,2364.885,-2711.3167,0.0,2.8431983,-0.85445076,0.0,-0.85445076,1.1993314,0.0,0.0,0.0,1.7368261,17.082088,0.009897878,0.0,127.993706,fp_1410
124,49.871384,0.029829038,0.0,23.737104,-7.1649137,0.0,10.067067,0.0,14.549898,24.177034,7.6190815,-7.1649137,0.0,-6.050956,0.0,-1.5681254,0.15756856,-0.14817601,0.0,-0.1251385,0.0,-0.03243006,-60.308453,14159.295,0.0,0.0,60.308453,0.0,0.0,0.0,0.0,2420.5366,-2861.5942,0.0,2.813797,-0.84932905,0.0,-0.84932905,1.1933504,0.0,0.0,0.0,1.7247453,17.170538,0.010270031,0.0,131.76768,fp_1410
125,50.132088,0.0309563,0.0,23.48877,-7.1194453,0.0,10.012499,0.0,14.443453,23.97236,7.507196,-7.1194453,0.0,-5.9690747,0.0,-1.5381212,0.15658024,-0.14849278,0.0,-0.124499105,0.0,-0.03208114,-61.168247,13965.65,0.0,0.0,61.168247,0.0,0.0,0.0,0.0,2478.7869,-3007.8196,0.0,2.7843595,-0.84393924,0.0,-0.84393924,1.1868819,0.0,0.0,0.0,1.7121273,17.260298,0.010658143,0.0,135.64952,fp_1410
126,50.39665,0.03213211,0.0,23.23937,-7.071554,0.0,9.953668,0.0,14.331665,23.762352,7.3978024,-7.071554,0.0,-5.8879,0.0,-1.5099027,0.15566225,-0.14879744,0.0,-0.12389135,0.0,-0.031770904,-62.059204,13777.894,0.0,0.0,62.059204,0.0,0.0,0.0,0.0,2540.9163,-3151.314,0.0,2.7547956,-0.8382622,0.0,-0.8382622,1.179908,0.0,0.0,0.0,1.6988759,17.351385,0.011062971,0.0,139.64229,fp_1410
127,50.665207,0.033359148,0.0,22.987957,-7.0210443,0.0,9.890394,0.0,14.2146435,23.546497,7.2902923,-7.0210443,0.0,-5.807271,0.0,-1.483021,0.1548063,-0.14908892,0.0,-0.12331497,0.0,-0.031491328,-62.994957,13599.464,0.0,0.0,62.994957,0.0,0.0,0.0,0.0,2607.0508,-3293.9128,0.0,2.724993,-0.83227473,0.0,-0.83227473,1.1724075,0.0,0.0,0.0,1.6850042,17.44385,0.011485435,0.0,143.74915,fp_1410
128,50.93798,0.034640558,0.0,22.732985,-6.9677267,0.0,9.822455,0.0,14.093368,23.324404,7.1833816,-6.9677267,0.0,-5.7271466,0.0,-1.4562347,0.15398853,-0.14936559,0.0,-0.12277155,0.0,-0.031216977,-63.9957,13432.61,0.0,0.0,63.9957,0.0,0.0,0.0,0.0,2675.8745,-3437.4448,0.0,2.6947687,-0.8259545,0.0,-0.8259545,1.1643542,0.0,0.0,0.0,1.6706282,17.537766,0.011926621,0.0,147.97337,fp_1410
129,51.215225,0.035980023,0.0,22.472279,-6.911446,0.0,9.749588,0.0,13.968778,23.095322,7.0753975,-6.911446,0.0,-5.647293,0.0,-1.4281042,0.15317814,-0.1496287,0.0,-0.12226054,0.0,-0.030917607,-65.07518,13276.783,0.0,0.0,65.07518,0.0,0.0,0.0,0.0,2746.024,-3582.4312,0.0,2.6638646,-0.819283,0.0,-0.819283,1.1557165,0.0,0.0,0.0,1.6558592,17.633219,0.0123877935,0.0,152.31833,fp_1410
130,51.497177,0.03738177,0.0,22.20414,-6.8520484,0.0,9.671531,0.0,13.840546,22.858109,6.965401,-6.8520484,0.0,-5.5672083,0.0,-1.398193,0.15236172,-0.14988223,0.0,-0.121777534,0.0,-0.03058418,-66.231316,13129.185,0.0,0.0,66.231316,0.0,0.0,0.0,0.0,2817.1511,-3726.9792,0.0,2.6320794,-0.81224203,0.0,-0.81224203,1.1464635,0.0,0.0,0.0,1.6406586,17.730293,0.012870409,0.0,156.78745,fp_1410
131,51.784008,0.03884968,0.0,21.928513,-6.7893786,0.0,9.588085,0.0,13.706933,22.611765,6.854002,-6.7893786,0.0,-5.486425,0.0,-1.3675772,0.15155831,-0.15012933,0.0,-0.12131792,0.0,-0.03024039,-67.45082,12986.22,0.0,0.0,67.45082,0.0,0.0,0.0,0.0,2889.0212,-3868.5103,0.0,2.5994065,-0.80481315,0.0,-0.80481315,1.1365719,0.0,0.0,0.0,1.6248202,17.829048,0.013375807,0.0,161.38426,fp_1410
132,52.075832,0.040387966,0.0,21.646395,-6.723283,0.0,9.499091,0.0,13.5665865,22.356035,6.74237,-6.723283,0.0,-5.4049325,0.0,-1.3374375,0.1507953,-0.1503684,0.0,-0.12088308,0.0,-0.029912226,-68.714905,12844.575,0.0,0.0,68.714905,0.0,0.0,0.0,0.0,2962.1135,-4005.021,0.0,2.5659642,-0.7969782,0.0,-0.7969782,1.1260226,0.0,0.0,0.0,1.6081835,17.929522,0.013905432,0.0,166.11246,fp_1410
